actualelapsedtime,airtime,arrdelay,arrtime,crsarrtime,crsdeptime,crselapsedtime,cancelled,dayofweek,dayofmonth,depdelay,deptime,dest,distance,diverted,flightnum,month,origin,tailnum,taxiin,taxiout,uniquecarrier,year
194.0,160.0,-1.0,1114.0,1115,909,186.0,0,5,9,-9.0,900.0,ORD,1120.0,0,1133,4,RSW,N854UA,10.0,24.0,UA,2004
94.0,74.0,-10.0,1649.0,1659,1415,104.0,0,5,13,0.0,1415.0,CLT,599.0,0,432,4,ORD,N7466ä,3.0,17.0,UA,2001
118.0,105.0,34.0,950.0,916,715,121.0,0,7,13,37.0,752.0,SEA,671.0,0,343,3,OAK,N968AS,5.0,8.0,AS,2005
123.0,83.0,2.0,1357.0,1355,1300,115.0,0,4,21,-6.0,1254.0,HSV,595.0,0,1431,10,IAD,N631BR,4.0,36.0,DH,2004
88.0,73.0,-20.0,1927.0,1947,1700,107.0,0,2,31,-1.0,1659.0,DCA,612.0,0,622,1,ORD,N420UA,4.0,11.0,UA,2006
246.0,234.0,-19.0,1751.0,1810,1045,265.0,0,3,19,0.0,1045.0,PHL,2075.0,0,772,4,PHX,N425US,2.0,10.0,US,1995
136.0,113.0,-8.0,1112.0,1120,805,135.0,0,6,8,-9.0,756.0,ATL,876.0,0,4605,9,CRP,N926EV,12.0,11.0,EV,2007
201.0,170.0,-8.0,1801.0,1809,1245,204.0,0,5,1,-5.0,1240.0,DFW,1456.0,0,1558,2,OAK,-N952æ,10.0,21.0,DL,2002
121.0,114.0,-12.0,900.0,912,605,127.0,0,2,11,-6.0,559.0,ATL,743.0,0,4637,7,DSM,N841AS,4.0,3.0,EV,2006
78.0,64.0,-12.0,1228.0,1240,1115,85.0,0,7,22,-5.0,1110.0,BOS,399.0,0,4780,6,DCA,N842AE,4.0,10.0,MQ,2008
110.0,93.0,-13.0,1505.0,1518,1223,115.0,0,7,14,-8.0,1215.0,CVG,686.0,0,4635,8,SHV,N906EV,10.0,7.0,EV,2005
125.0,102.0,7.0,1250.0,1243,1045,118.0,0,5,7,0.0,1045.0,ATL,594.0,0,489,11,DTW,N603NW,7.0,16.0,NW,1997
125.0,107.0,-14.0,1425.0,1439,1320,139.0,0,3,24,0.0,1320.0,OKC,756.0,0,6738,9,CVG,N710CA,4.0,14.0,OH,2008
284.0,257.0,-35.0,2047.0,2122,1305,317.0,0,1,10,-2.0,1303.0,BOS,2611.0,0,178,11,LAX,N592UA,5.0,22.0,UA,2003
69.0,55.0,18.0,1558.0,1540,1429,71.0,0,4,6,20.0,1449.0,SFO,326.0,0,2128,11,BUR,N399UA,3.0,11.0,UA,1997
79.0,68.0,-18.0,2059.0,2117,1940,97.0,0,3,3,0.0,1940.0,CVG,430.0,0,5307,8,BWI,N816CA,3.0,8.0,OH,2005
168.0,125.0,5.0,1241.0,1236,1000,156.0,0,5,19,-7.0,953.0,DTW,983.0,0,491,12,TPA,N531US,27.0,16.0,NW,2003
115.0,72.0,42.0,922.0,840,730,70.0,0,1,5,-3.0,727.0,LGA,229.0,0,1706,6,IAD,N307UA,6.0,37.0,UA,2000
99.0,77.0,-11.0,1004.0,1015,835,100.0,0,3,10,-10.0,825.0,CVG,411.0,0,5365,10,DCA,N427CA,3.0,19.0,OH,2007
153.0,130.0,-19.0,1917.0,1936,1545,171.0,0,7,12,-1.0,1544.0,DTW,1076.0,0,240,10,IAH,N349NB,12.0,11.0,NW,2003
133.0,119.0,-17.0,1033.0,1050,720,150.0,0,7,13,0.0,720.0,BWI,998.0,0,556,12,MSY,N332,3.0,11.0,WN,1998
63.0,49.0,14.0,2015.0,2001,1905,56.0,0,3,27,7.0,1912.0,PHL,198.0,0,1454,11,RIC,N277AU,5.0,9.0,US,1996
92.0,73.0,-3.0,2242.0,2245,2010,95.0,0,1,20,0.0,2010.0,ROC,528.0,0,4082,10,ORD,N612MQ,6.0,13.0,MQ,2003
123.0,106.0,-15.0,2045.0,2100,1845,135.0,0,3,23,-3.0,1842.0,BWI,842.0,0,3571,1,TPA,N609SW,8.0,9.0,WN,2008
90.0,77.0,-10.0,2025.0,2035,1855,100.0,0,5,24,0.0,1855.0,SEA,564.0,0,611,7,RNO,N968AS,3.0,10.0,AS,1998
65.0,36.0,11.0,2203.0,2152,2035,77.0,0,4,13,23.0,2058.0,IAH,224.0,0,839,11,DFW,N520DA,6.0,23.0,DL,1997
250.0,235.0,19.0,2009.0,1950,1807,223.0,0,3,10,-8.0,1759.0,DEN,1545.0,0,1459,5,MCO,N479UA,4.0,11.0,UA,2006
181.0,159.0,-7.0,1013.0,1020,810,190.0,0,6,16,2.0,812.0,IAH,1091.0,0,1983,1,CLE,N70542,4.0,18.0,CO,1999
274.0,257.0,-37.0,943.0,1020,705,315.0,0,4,3,4.0,709.0,PHX,1999.0,0,702,2,BWI,N829AW,6.0,11.0,HP,2005
333.0,302.0,27.0,2327.0,2300,1652,308.0,0,4,3,2.0,1654.0,LAS,2304.0,0,116,1,ANC,N839AW,10.0,21.0,US,2008
52.0,35.0,-12.0,1037.0,1049,945,64.0,0,7,29,0.0,945.0,ATL,191.0,0,4475,4,CAE,N846AS,7.0,10.0,EV,2007
316.0,294.0,-32.0,2111.0,2143,1804,339.0,0,6,28,-9.0,1755.0,PHX,2133.0,0,813,2,EWR,N662AW,3.0,19.0,HP,2004
47.0,38.0,-8.0,927.0,935,840,55.0,0,4,15,0.0,840.0,LAS,197.0,0,2537,1,ONT,N400,4.0,5.0,WN,2004
137.0,122.0,-11.0,1214.0,1225,1000,145.0,0,6,1,-3.0,957.0,DFW,802.0,0,2217,1,ORD,N583AA,6.0,9.0,AA,2000
76.0,56.0,-3.0,1740.0,1743,1626,77.0,0,5,16,-2.0,1624.0,DEN,349.0,0,544,8,ABQ,N387UA,11.0,9.0,UA,2002
71.0,52.0,-14.0,1615.0,1629,1515,74.0,0,2,7,-11.0,1504.0,DTW,296.0,0,699,6,ROC,N8923E,5.0,14.0,NW,2005
169.0,154.0,48.0,1747.0,1659,1338,141.0,0,2,8,20.0,1358.0,ORD,888.0,0,940,4,DEN,N593UA,4.0,11.0,UA,2008
121.0,94.0,1.0,836.0,835,640,115.0,0,2,5,-5.0,635.0,DFW,351.0,0,3238,9,LFT,N238AE,13.0,14.0,MQ,2006
60.0,43.0,36.0,4.0,2328,2232,56.0,0,3,25,32.0,2304.0,FAI,261.0,0,67,6,ANC,N315AS,5.0,12.0,AS,2003
272.0,228.0,-5.0,2135.0,2140,2000,280.0,0,3,2,3.0,2003.0,LAS,1747.0,0,619,12,ATL,N154AW,8.0,36.0,HP,1998
121.0,101.0,-4.0,1328.0,1332,1125,127.0,0,7,16,2.0,1127.0,IAH,668.0,0,2463,7,STL,N15983,5.0,15.0,XE,2006
102.0,82.0,-2.0,2206.0,2208,2025,103.0,0,5,13,-1.0,2024.0,ATL,554.0,0,357,2,CLE,N913DE,7.0,13.0,DL,1998
63.0,54.0,16.0,1743.0,1727,1615,72.0,0,6,23,25.0,1640.0,CLT,329.0,0,39,12,JAX,N888AU,4.0,5.0,US,1995
76.0,63.0,-20.0,1315.0,1335,1205,90.0,0,2,20,-6.0,1159.0,BWI,370.0,0,4548,4,BOS,N729MQ,3.0,10.0,MQ,2004
68.0,49.0,6.0,1311.0,1305,1200,65.0,0,7,28,3.0,1203.0,JFK,213.0,0,4776,12,DCA,N723MQ,9.0,10.0,MQ,2008
97.0,56.0,21.0,1936.0,1915,1743,92.0,0,2,24,16.0,1759.0,PIT,319.0,0,1807,6,EWR,N829US,4.0,37.0,US,1997
82.0,67.0,-2.0,950.0,952,831,81.0,0,2,29,-3.0,828.0,ORD,416.0,0,5537,5,OMA,N975SW,5.0,10.0,OO,2007
86.0,72.0,-5.0,1409.0,1414,1145,89.0,0,4,19,-2.0,1143.0,DTW,457.0,0,362,11,BNA,N761NC,5.0,9.0,NW,1998
63.0,42.0,-11.0,1617.0,1628,1515,73.0,0,6,27,-1.0,1514.0,DFW,247.0,0,742,4,SAT,N536AA,11.0,10.0,AA,1996
86.0,164.0,1.0,757.0,756,631,85.0,0,4,17,0.0,631.0,DEN,391.0,0,6747,6,SLC,N702SK,10.0,11.0,OO,2004
162.0,143.0,-3.0,2120.0,2123,1930,173.0,0,1,24,8.0,1938.0,MCI,950.0,0,1741,1,DCA,N806MD,6.0,13.0,US,2005
39.0,20.0,-1.0,1248.0,1249,1210,39.0,0,2,13,-1.0,1209.0,LAN,74.0,0,1101,2,DTW,N817EA,7.0,12.0,NW,1996
77.0,51.0,-1.0,1548.0,1549,1334,75.0,0,5,4,-3.0,1331.0,DTW,312.0,0,473,2,MSN,N780NC,16.0,10.0,NW,2005
130.0,111.0,27.0,1527.0,1500,1240,140.0,0,2,31,37.0,1317.0,IND,838.0,0,1265,10,TPA,N698SW,7.0,12.0,WN,2006
60.0,48.0,-5.0,1020.0,1025,1020,65.0,0,7,10,0.0,1020.0,MDW,284.0,0,910,4,CMH,N788,2.0,10.0,WN,2005
126.0,99.0,-5.0,1924.0,1929,1620,129.0,0,7,11,-2.0,1618.0,BDL,783.0,0,1292,8,ORD,N415UA,3.0,24.0,UA,2002
86.0,59.0,22.0,752.0,730,625,65.0,0,5,20,1.0,626.0,STL,229.0,0,223,10,IND,N711ZX,9.0,18.0,TW,2000
59.0,45.0,1.0,1156.0,1155,1048,67.0,0,5,21,9.0,1057.0,RST,268.0,0,3985,10,ORD,N683AE,4.0,10.0,MQ,2005
175.0,154.0,-14.0,2121.0,2135,1930,185.0,0,2,19,-4.0,1926.0,MCO,1189.0,0,601,12,SJU,N070AA,4.0,17.0,AA,2006
64.0,38.0,-6.0,830.0,836,730,66.0,0,1,14,-4.0,726.0,LGA,185.0,0,1909,6,BOS,N3735D,2.0,24.0,DL,2004
73.0,60.0,13.0,1703.0,1650,1530,80.0,0,3,24,20.0,1550.0,BNA,395.0,0,413,1,MDW,N396@@,3.0,10.0,WN,2001
89.0,50.0,4.0,809.0,805,643,82.0,0,1,30,-3.0,640.0,STL,258.0,0,407,12,ORD,N271AA,26.0,13.0,AA,2002
68.0,44.0,72.0,1922.0,1810,1700,70.0,0,5,18,74.0,1814.0,LIT,304.0,0,3759,7,DFW,N504AE,4.0,20.0,MQ,2008
54.0,36.0,12.0,713.0,701,605,56.0,0,6,17,14.0,619.0,LGA,198.0,0,1753,4,SYR,N230AU,8.0,10.0,US,1999
301.0,281.0,-10.0,2305.0,2315,1500,315.0,0,1,21,4.0,1504.0,JFK,2475.0,0,22,1,LAX,N321AA,5.0,15.0,AA,2008
132.0,112.0,18.0,1838.0,1820,1626,114.0,0,4,10,0.0,1626.0,OAK,671.0,0,354,10,SEA,N775AS,8.0,12.0,AS,1996
184.0,145.0,13.0,2103.0,2050,1745,185.0,0,7,30,14.0,1759.0,MCO,944.0,0,2391,12,JFK,N244æ1,7.0,32.0,DL,2001
125.0,107.0,-11.0,2125.0,2136,1816,140.0,0,2,20,4.0,1820.0,SAV,925.0,0,3479,2,DFW,-N608M,4.0,14.0,MQ,2001
98.0,86.0,-1.0,1544.0,1545,1506,99.0,0,4,11,0.0,1506.0,RDM,526.0,0,3862,5,SLC,N869AS,4.0,8.0,OO,2006
169.0,149.0,-23.0,1448.0,1511,1205,186.0,0,6,13,-6.0,1159.0,RSW,1068.0,0,276,8,EWR,N37615,3.0,17.0,CO,2005
63.0,30.0,26.0,1157.0,1131,1047,44.0,0,4,29,7.0,1054.0,MYR,156.0,0,1583,10,CLT,N418US,3.0,30.0,US,1998
336.0,304.0,-9.0,1437.0,1446,1205,341.0,0,3,22,-4.0,1201.0,LAS,2227.0,0,1285,3,EWR,N27213,6.0,26.0,CO,2000
207.0,183.0,-5.0,1832.0,1837,1304,213.0,0,4,6,1.0,1305.0,ATL,1587.0,0,612,2,PHX,N621AW,9.0,15.0,HP,2003
88.0,72.0,-9.0,2357.0,6,2130,96.0,0,7,8,-1.0,2129.0,CLT,575.0,0,622,4,STL,N413ãæ,4.0,12.0,TW,2001
45.0,24.0,-6.0,1854.0,1900,1818,42.0,0,6,7,-9.0,1809.0,MSP,76.0,0,1883,8,RST,N785NC,5.0,16.0,NW,2004
194.0,164.0,17.0,1220.0,1203,740,203.0,0,6,23,26.0,806.0,LGA,1416.0,0,1964,12,IAH,N17345,6.0,24.0,CO,2000
45.0,23.0,4.0,1157.0,1153,1110,43.0,0,4,26,2.0,1112.0,TUS,110.0,0,2434,11,PHX,N326AW,4.0,18.0,HP,1998
168.0,153.0,7.0,1946.0,1939,1800,159.0,0,5,25,-2.0,1758.0,PDX,992.0,0,1165,12,DEN,N583UA,3.0,12.0,UA,1998
224.0,212.0,5.0,2055.0,2050,1915,215.0,0,1,12,-4.0,1911.0,TUS,1440.0,0,2290,5,MDW,N744SW,3.0,9.0,WN,2008
71.0,56.0,-11.0,1650.0,1701,1545,76.0,0,6,8,-6.0,1539.0,BTV,336.0,0,831,8,PHL,N894US,2.0,13.0,US,1998
84.0,66.0,-8.0,1049.0,1057,930,87.0,0,6,11,-5.0,925.0,PHL,280.0,0,381,3,BOS,N533AU,7.0,11.0,US,2000
54.0,39.0,-4.0,1121.0,1125,1030,55.0,0,5,10,-3.0,1027.0,PIT,183.0,0,937,3,IAD,N899US,5.0,10.0,US,1995
126.0,107.0,-12.0,1758.0,1810,1455,135.0,0,4,29,-3.0,1452.0,MCO,828.0,0,2408,7,IND,N324DL,6.0,13.0,DL,1999
163.0,147.0,4.0,1430.0,1426,1250,156.0,0,6,19,-3.0,1247.0,SAT,1024.0,0,481,7,CVG,N302DL,4.0,12.0,DL,2003
294.0,268.0,12.0,2119.0,2107,1919,288.0,0,5,26,6.0,1925.0,SNA,1960.0,0,393,11,DTW,N367NB,5.0,21.0,NW,2004
147.0,124.0,55.0,1011.0,916,600,136.0,0,1,23,44.0,644.0,DEN,997.0,0,498,10,EUG,N9013U,8.0,15.0,UA,1995
44.0,33.0,6.0,1055.0,1049,1011,38.0,0,2,18,0.0,1011.0,SIT,95.0,0,62,4,JNU,N791AS,2.0,9.0,AS,2000
110.0,95.0,-19.0,1921.0,1940,1735,125.0,0,6,20,-4.0,1731.0,ORD,693.0,0,3976,9,OKC,N505AE,5.0,10.0,MQ,2008
53.0,37.0,-9.0,1408.0,1417,1315,62.0,0,7,12,0.0,1315.0,EWR,116.0,0,3213,10,BDL,N14930,6.0,10.0,XE,2003
137.0,109.0,4.0,934.0,930,917,133.0,0,7,20,0.0,917.0,TUS,813.0,0,837,4,DFW,N575AA,5.0,23.0,AA,1997
150.0,129.0,-8.0,1227.0,1235,1000,155.0,0,2,21,-3.0,957.0,ISP,972.0,0,2556,10,MCO,N319DL,6.0,15.0,DL,1997
105.0,88.0,-15.0,2210.0,2225,2120,125.0,0,5,25,5.0,2125.0,MCI,692.0,0,1259,8,ATL,N960DL,5.0,12.0,DL,1995
50.0,39.0,-8.0,1743.0,1751,1653,58.0,0,1,25,0.0,1653.0,CVG,225.0,0,5736,7,AZO,N784CA,2.0,9.0,OH,2005
43.0,33.0,-17.0,1729.0,1746,1651,55.0,0,1,10,-5.0,1646.0,DFW,158.0,0,3812,5,ABI,N856MQ,5.0,5.0,MQ,2004
74.0,53.0,8.0,1448.0,1440,1330,70.0,0,4,21,4.0,1334.0,CLE,314.0,0,1507,12,BWI,N73243,7.0,14.0,CO,1995
169.0,136.0,11.0,1040.0,1029,745,164.0,0,3,10,6.0,751.0,ATL,1027.0,0,1149,11,PWM,N930DL,25.0,8.0,DL,1999
41.0,25.0,-10.0,1220.0,1230,1045,45.0,0,4,28,-6.0,1039.0,AZO,122.0,0,4361,2,ORD,N907AE,3.0,13.0,MQ,2008
222.0,210.0,-13.0,1112.0,1125,930,235.0,0,3,27,0.0,930.0,LAX,1671.0,0,299,8,MSY,N752,5.0,7.0,WN,2003
64.0,52.0,0.0,840.0,840,730,70.0,0,7,25,6.0,736.0,LAX,308.0,0,146,6,SJC,N752,5.0,7.0,WN,2000
96.0,74.0,2.0,912.0,910,740,90.0,0,4,28,-4.0,736.0,PDX,543.0,0,571,7,OAK,N772AS,10.0,12.0,AS,2005
241.0,227.0,6.0,2201.0,2155,1955,240.0,0,5,12,5.0,2000.0,LAX,1593.0,0,449,10,STL,N470AA,4.0,10.0,AA,2007
175.0,145.0,29.0,1654.0,1625,1455,150.0,0,3,21,4.0,1459.0,DFW,929.0,0,2006,6,TPA,N848AA,16.0,14.0,AA,2000
93.0,86.0,-7.0,1043.0,1050,1010,100.0,0,5,20,0.0,1010.0,LAS,584.0,0,956,3,ELP,N309,2.0,5.0,WN,1998
40.0,31.0,-5.0,935.0,940,855,45.0,0,3,25,0.0,855.0,HOU,187.0,0,16,10,CRP,N528,2.0,7.0,WN,1995
72.0,43.0,-2.0,1008.0,1010,900,70.0,0,5,9,-4.0,856.0,DCA,199.0,0,805,1,EWR,N16647,3.0,26.0,CO,2004
94.0,63.0,4.0,1006.0,1002,835,87.0,0,2,16,-3.0,832.0,RIC,481.0,0,2072,7,ATL,N538DA,8.0,23.0,DL,1996
292.0,271.0,-16.0,552.0,608,2200,308.0,0,7,23,0.0,2200.0,JFK,2475.0,0,18,3,LAX,N602UA,8.0,13.0,UA,1997
280.0,226.0,9.0,600.0,551,2230,261.0,0,3,8,-10.0,2220.0,DTW,2063.0,0,206,1,SJC,N349NB,11.0,43.0,NW,2003
147.0,135.0,-21.0,2359.0,20,1935,165.0,0,6,9,-3.0,1932.0,MCI,1140.0,0,972,9,LAS,N373,4.0,8.0,WN,2006
42.0,26.0,-6.0,840.0,846,800,46.0,0,2,5,-2.0,758.0,ORD,135.0,0,4278,11,CMI,N828MQ,8.0,8.0,MQ,2002
123.0,108.0,3.0,1643.0,1640,1440,120.0,0,6,25,0.0,1440.0,OAK,671.0,0,1718,11,SEA,N359,4.0,11.0,WN,1995
182.0,152.0,23.0,1221.0,1158,645,193.0,0,2,1,34.0,719.0,DFW,1205.0,0,1670,4,SNA,N904DA,10.0,20.0,DL,2003
86.0,68.0,3.0,2258.0,2255,2125,90.0,0,1,19,7.0,2132.0,OAK,407.0,0,900,11,LAS,N342SW,5.0,13.0,WN,2007
181.0,160.0,33.0,1823.0,1750,1519,151.0,0,5,3,3.0,1522.0,LAX,954.0,0,410,3,SEA,N706AS,7.0,14.0,AS,2000
41.0,29.0,-2.0,1015.0,1017,937,40.0,0,4,17,-3.0,934.0,HNL,163.0,0,119,1,KOA,N486HA,6.0,6.0,HA,2008
207.0,185.0,7.0,1725.0,1718,1138,220.0,0,2,21,20.0,1158.0,STL,1593.0,0,2294,12,LAX,N522AA,5.0,17.0,AA,2004
93.0,78.0,20.0,1357.0,1337,1300,97.0,0,4,7,24.0,1324.0,DEN,517.0,0,6541,6,BIS,N970SW,8.0,7.0,OO,2007
64.0,44.0,-2.0,1930.0,1932,1830,62.0,0,6,20,-4.0,1826.0,SNA,226.0,0,745,3,LAS,N173AW,6.0,14.0,HP,1999
116.0,93.0,51.0,1826.0,1735,1645,110.0,0,7,25,45.0,1730.0,PHX,602.0,0,2779,6,DEN,N385UA,3.0,20.0,UA,2000
121.0,104.0,-6.0,2337.0,2343,2020,143.0,0,5,23,16.0,2036.0,DEN,967.0,0,1286,8,SFO,N514UA,5.0,12.0,UA,2002
78.0,63.0,-15.0,938.0,953,823,90.0,0,5,29,-3.0,820.0,CVG,404.0,0,4422,7,CAE,N836AS,6.0,9.0,EV,2005
50.0,32.0,-4.0,1710.0,1714,1620,54.0,0,3,14,0.0,1620.0,ATL,83.0,0,4187,1,CSG,N631AS,5.0,13.0,EV,2004
83.0,68.0,-11.0,1131.0,1142,1010,92.0,0,3,6,-2.0,1008.0,ALB,488.0,0,1522,9,DTW,N768NC,4.0,11.0,NW,2000
114.0,84.0,-3.0,1639.0,1642,1445,117.0,0,7,12,0.0,1445.0,ATL,533.0,0,1697,10,IAD,N938DL,13.0,17.0,DL,2003
147.0,120.0,-9.0,1040.0,1049,715,154.0,0,4,22,-2.0,713.0,EWR,1008.0,0,3360,1,MSP,N23139,11.0,16.0,XE,2004
130.0,120.0,-25.0,1347.0,1412,1042,150.0,0,2,15,-5.0,1037.0,DEN,948.0,0,588,1,SJC,N313UA,3.0,7.0,UA,2008
75.0,49.0,4.0,1014.0,1010,900,70.0,0,3,21,-1.0,859.0,LGA,214.0,0,4496,5,DCA,N737MQ,8.0,18.0,MQ,2003
103.0,84.0,17.0,1204.0,1147,1059,108.0,0,3,21,22.0,1121.0,COS,592.0,0,1333,8,DFW,N203AA,10.0,9.0,AA,1996
50.0,30.0,3.0,2144.0,2141,2055,46.0,0,7,9,-1.0,2054.0,RDU,130.0,0,406,5,CLT,N448US,5.0,15.0,US,1999
147.0,109.0,84.0,2259.0,2135,1900,155.0,0,7,18,92.0,2032.0,ATL,761.0,0,635,6,LGA,N905DL,10.0,28.0,DL,2000
78.0,53.0,-3.0,1357.0,1400,1245,75.0,0,4,23,-6.0,1239.0,SFO,337.0,0,1834,5,LAX,N920UA,2.0,23.0,UA,2002
